INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (1, 3, 3, 54, 1, TO_TIMESTAMP('2025-09-01 07:03:51', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (251, 1, 5, 30, 2, TO_TIMESTAMP('2025-09-06 20:49:15', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (252, 4, 4, 191, 4, TO_TIMESTAMP('2025-09-06 20:51:27', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (253, 2, 3, 152, 4, TO_TIMESTAMP('2025-09-06 21:28:14', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (254, 3, 4, 38, 5, TO_TIMESTAMP('2025-09-06 22:19:08', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (255, 5, 5, 116, 5, TO_TIMESTAMP('2025-09-06 22:31:41', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (256, 1, 2, 180, 5, TO_TIMESTAMP('2025-09-06 22:37:36', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (257, 5, 2, 154, 1, TO_TIMESTAMP('2025-09-06 22:54:10', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (258, 5, 3, 9, 1, TO_TIMESTAMP('2025-09-06 23:08:19', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (259, 1, 2, 99, 7, TO_TIMESTAMP('2025-09-07 07:21:02', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (260, 3, 5, 171, 1, TO_TIMESTAMP('2025-09-07 08:04:15', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (261, 3, 5, 196, 1, TO_TIMESTAMP('2025-09-07 08:09:13', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (262, 3, 2, 139, 2, TO_TIMESTAMP('2025-09-07 08:29:57', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (263, 4, 4, 120, 1, TO_TIMESTAMP('2025-09-07 08:29:57', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (264, 5, 2, 84, 5, TO_TIMESTAMP('2025-09-07 08:29:57', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (265, 1, 1, 69, 5, TO_TIMESTAMP('2025-09-07 09:46:25', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (266, 3, 2, 192, 5, TO_TIMESTAMP('2025-09-07 09:58:01', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (267, 3, 5, 46, 2, TO_TIMESTAMP('2025-09-07 10:05:25', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (268, 1, 5, 15, 5, TO_TIMESTAMP('2025-09-07 10:46:28', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (269, 3, 1, 122, 5, TO_TIMESTAMP('2025-09-07 10:54:13', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (270, 1, 2, 141, 5, TO_TIMESTAMP('2025-09-07 11:00:39', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (271, 1, 1, 100, 2, TO_TIMESTAMP('2025-09-07 11:13:14', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (272, 4, 3, 155, 3, TO_TIMESTAMP('2025-09-07 11:57:49', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (273, 3, 4, 145, 2, TO_TIMESTAMP('2025-09-07 12:35:21', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (274, 4, 4, 33, 1, TO_TIMESTAMP('2025-09-07 12:56:10', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (275, 1, 5, 187, 2, TO_TIMESTAMP('2025-09-07 13:01:56', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (276, 4, 3, 183, 1, TO_TIMESTAMP('2025-09-07 13:27:17', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (277, 2, 4, 170, 5, TO_TIMESTAMP('2025-09-07 13:37:20', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (278, 1, 2, 174, 4, TO_TIMESTAMP('2025-09-07 13:58:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (279, 3, 3, 5, 3, TO_TIMESTAMP('2025-09-07 14:11:25', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (280, 2, 3, 164, 3, TO_TIMESTAMP('2025-09-07 14:35:36', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (281, 4, 4, 132, 4, TO_TIMESTAMP('2025-09-07 14:38:04', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (282, 1, 1, 31, 1, TO_TIMESTAMP('2025-09-07 14:45:42', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (283, 3, 1, 144, 1, TO_TIMESTAMP('2025-09-07 14:51:05', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (284, 3, 1, 112, 1, TO_TIMESTAMP('2025-09-07 17:31:08', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (285, 5, 1, 202, 1, TO_TIMESTAMP('2025-09-07 17:36:10', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (286, 1, 2, 189, 3, TO_TIMESTAMP('2025-09-07 18:10:46', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (287, 2, 2, 32, 7, TO_TIMESTAMP('2025-09-07 19:03:07', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (288, 4, 2, 93, 3, TO_TIMESTAMP('2025-09-07 19:24:06', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (289, 2, 1, 116, 2, TO_TIMESTAMP('2025-09-07 19:38:12', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (290, 4, 3, 69, 1, TO_TIMESTAMP('2025-09-07 19:44:18', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (291, 5, 5, 126, 1, TO_TIMESTAMP('2025-09-07 19:50:51', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (292, 4, 4, 26, 5, TO_TIMESTAMP('2025-09-07 20:06:57', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (293, 4, 3, 42, 1, TO_TIMESTAMP('2025-09-07 21:00:29', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (294, 5, 4, 119, 2, TO_TIMESTAMP('2025-09-07 21:03:18', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (295, 5, 2, 73, 3, TO_TIMESTAMP('2025-09-07 21:59:29', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (296, 3, 2, 144, 3, TO_TIMESTAMP('2025-09-07 22:24:29', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (297, 1, 5, 169, 4, TO_TIMESTAMP('2025-09-07 22:56:21', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (298, 1, 4, 166, 3, TO_TIMESTAMP('2025-09-07 23:11:48', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (299, 5, 4, 57, 2, TO_TIMESTAMP('2025-09-07 23:23:14', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (300, 4, 3, 121, 8, TO_TIMESTAMP('2025-09-07 23:35:20', 'YYYY-MM-DD HH24:MI:SS'));
